FID,the_geom,KunstwerkN,Kunstenaar,LokatieBee,Lengtegraa,Breedtegra,Eigendom_v,Foto,Websitever,KunstwerkI,Contact,_timestamp
Kunstwerken.272,POINT (186458.75835361 427126.38745024),"Blauwe Fontein, Stroming",Ed van Teeseling,Groenestraat 336,"5,84359527","51,8318468",particulier,423.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=423,423,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.273,POINT (187326.55089034 425908.39853299),Poort van Triomf ('Gladiolenpoort'),,Sint Annastraat (ter hoogte van de Erasmuslaan),"5,85602359","51,8208754",gemeente Nijmegen,563.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=563,563,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.274,POINT (188062.54462292 428105.79471725),Majoor J.N. Breunesebank,Charles Hammes,Julianapark,"5,86693199","51,8405656",gemeente Nijmegen,218.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=218,218,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.275,POINT (187992.12499719 428820.40776573),Mariabeeld,Albert Termote,Burchtstraat 20 (gevel stadhuis),"5,86601127","51,8470070",gemeente Nijmegen,109.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=109,109,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.276,POINT (187987.65076983 428822.21749745),Acht keizerbeelden en medaillons,Albert Termote,Burchtstraat (gevel stadhuis),"5,86595084","51,8470240",gemeente Nijmegen,97.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=97,97,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.277,POINT (187070.34084674 428285.71488639),Twee knielende figuren,Jo Uiterwaal,Stationsplein,"5,85251740","51,8422557",particulier,111.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=111,111,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.278,POINT (187115.54702385 428272.51765347),Ruiterbeeld,Jo Uiterwaal,Stationsplein,"5,85313096","51,8421417",particulier,112.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=112,112,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.279,POINT (187994.76371388 428839.38148542),Zes reliëfs,Jac Maris,Burchtstraat 3,5.866058,51.847172,particulier,113.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=113,113,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.280,POINT (187103.55931319 428361.38221115),Twee reliëfs,Jo Uiterwaal,Stationsplein,"5,85306436","51,8429103",particulier,115.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=115,115,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.281,POINT (188494.0624696 428661.72689897),Verzetsmonument,Marius van Beek,Keizer Traianusplein,"5,87323189","51,8455700",gemeente Nijmegen,118.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=118,118,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.282,POINT (186443.13293293 427148.91923544),Plaquette,Charles Hammes,Groenestraat 336/310,"5,84337064","51,8320502",particulier,122.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=122,122,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.283,POINT (185616.22351208 426616.09166798),Goffertbank,G.J. Loogman,Goffertpark,"5,83132598","51,8273392",gemeente Nijmegen,124.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=124,124,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.284,POINT (187300.45264846 428747.48160286),Boom van Dicky,Dicky Brand,Kronenburgersingel,5.855945,51.846370,particulier,712.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=712,712,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.285,POINT (187813.67190238 425702.31790687),Titus Brandsma,Gerard Mathot,Thomas van Aquinostraat,"5,863116","51,818969",particulier,713.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=713,713,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.286,POINT (187055.12109055 427853.91015056),Huisraad,Hans Vos,Trompstraat (natuurtuin),"5,852237","51,838469",gemeente Nijmegen,714.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=714,714,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.287,POINT (186156.2753739 426187.98150239),Spade,Onbekend,Steinweglaan (Goffertpark),"5,839083","51,823445",gemeente Nijmegen,715.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=715,715,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.288,POINT (186176.55427521 427797.18824486),sculptuur,Geert Schiks,Distelstraat,5.839546,51.837908,particulier,717.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=717,717,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.289,POINT (185417.3516696 425194.20015785),Mozaïek,Hans Truijen,Weg door Jonkerbos (begraafplaats Vredehof),"5,827174","51,815725",particulier,718.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=718,718,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.290,POINT (188476.33128122 428719.24247227),Afdeksteen tijdcapsule,Onbekend,Hunnerpark,"5,873019","51,846046",gemeente Nijmegen,720.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=720,720,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.291,POINT (182292.21919438 424682.47211494),Sculptuur,Gerard Walraeven,Wout Wagtmanspad (A73),5.782957,51.810100,gemeente Nijmegen,723.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=723,723,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.292,POINT (187489.16375034 424958.07800321),St.Jozef met kind en duiven,Gerard Mathot,Heemraadstraat,"5,858601","51,812241",particulier,724.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=724,724,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.293,POINT (187964.33823491 430698.5683007),Bevrijdingsmonument,Piet Schoenmakers,Lauwickstraat-Lentseveld (Lent-Nijmegen),5.865917,51.863871,gemeente Nijmegen,728.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=728,728,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.294,POINT (187576.26356008 428476.55898761),'Wie bouwt er nooit eens luchtkastelen'.,Bart Drost,In de Betouwstraat / Eerste Walstraat,"5,860015","51,843799",gemeente Nijmegen,726.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=726,726,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.295,POINT (188251.71495815 427026.34401391),muurschildering,Onbekend,Professor Huijbersstraat 1 (basisschool Klein Heyendaal),"5,869575","51,831123",particulier,727.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=727,727,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.296,POINT (186687.27610279 430674.89193024),Waalmonument,Marius van Beek,Oosterhoutsedijk (Lent- Nijmegen),"5,847130","51,863772",gemeente Nijmegen,742.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=742,742,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.297,POINT (187976.26326668 430564.66534909),Vogel,Staycot Tahwa,Lentse Schoolstraat,5.865896,51.862676,gemeente Nijmegen,744.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=744,744,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.298,POINT (187960.73617405 428816.249343),Tafel,stichting NOX,Gedeputeerdenplaats,5.865629,51.846987,gemeente Nijmegen,746.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=746,746,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.299,POINT (188162.84613105 428559.8649211),Korfmacher,stichting NOX,Hertogplein,"5,868534","51,844574",gemeente Nijmegen,747.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=747,747,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.300,POINT (187535.53894125 428799.37890405),Plastiek,Frans Verhaak,Kroonstraat 148,5.859374,51.846822,gemeente Nijmegen,748.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=748,748,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.301,POINT (187874.98534265 428741.93735737),Sgraffito,Jac Maris,Broerstraat 44,5.864340,51.846271,particulier,750.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=750,750,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.302,POINT (185657.88188918 424809.98583026),Zonnewijzer,LaSalle (Albert Goederond/Patty Struik),Keplerstraat,"5,831423","51,811175",gemeente Nijmegen,752.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=752,752,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.303,POINT (187985.20952654 428134.36407842),Wandmozaiëk,Onbekend,Prins Bernhardsingel (Wedren),5.865877,51.840825,particulier,754.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=754,754,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.304,POINT (187800.52171748 428904.1490248),Leeuw en stadswapen,Henri Leeuw sr.,Sint Stevenskerkhof (achtergevel kerkboog),5.863283,51.847727,gemeente Nijmegen,24.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=24,24,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.305,POINT (188052.03555659 429043.4315896),Inscriptie,Onbekend,Steenstraat,"5,86692599","51,8490045",particulier,402.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=402,402,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.306,POINT (187718.32162158 426250.33127453),Object,Onbekend,Geert Grooteplein,"5,86176819","51,8239293",particulier,557.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=557,557,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.307,POINT (186086.23053174 429314.75523487),Kubus,Gerard Walraeven,Kanaalstraat/Mercuriusstraat (Westerpark),5.838388,51.851537,gemeente Nijmegen,755.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=755,755,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.308,POINT (186112.19716772 429537.9891786),Kubus met uitslag,Gerard Walraeven,Weurtseweg (Westerpark),5.838785,51.853542,gemeente Nijmegen,756.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=756,756,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.309,POINT (186135.5287875 429475.49583638),Zonder titel,Gerard Walraeven,Rivierstraat (Westerpark),5.839118,51.852979,gemeente Nijmegen,757.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=757,757,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.310,POINT (186149.78765047 429357.82960541),Werken met licht en ruimte,,Eerste Oude Heselaan/Rivierstraat (Westerpark),"5,838911","51,851824",gemeente Nijmegen,758.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=758,758,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.311,POINT (186110.99771139 429232.0217139),Sculptuur,Oscar Goedhart,Kanaalstraat (Westerpark),5.838740,51.850792,gemeente Nijmegen,760.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=760,760,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.312,POINT (186134.36860977 429327.17769035),Steen,Gerard Bruning,Rivierstraat (Westerpark),"5,839555","51,851731",gemeente Nijmegen,761.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=761,761,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.313,POINT (188116.27277417 426769.14778627),Nature Vivante,Ed van Teeseling,Professor Bellefroidstraat 11,5.867503,51.828512,gemeente Nijmegen,762.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=762,762,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.314,POINT (186095.83768835 429399.5306212),zonder titel,,Mercuriusstraat (Westerpark),"5,838042","51,852600",gemeente Nijmegen,763.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=763,763,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.315,POINT (185264.98606462 424283.99065093),De Nachtwachter,,Couwenberghstraat,5.826028,51.806365,gemeente Nijmegen,764.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=764,764,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.316,POINT (187563.93151632 428883.79959242),Lichtsculptuur,,Gebroeders van Limburgplein,"5,859747","51,847444",gemeente Nijmegen,765.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=765,765,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.317,POINT (183888.71058633 427199.38145951),On the road,,"Westkanaaldijk, St.Agnetenweg","5,806317","51,832642",gemeente Nijmegen,767.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=767,767,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.318,POINT (184021.27642257 427304.06217167),On the road,,"Oostkanaaldijk, Dorpsstraat","5,808249","51,833576",gemeente Nijmegen,768.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=768,768,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.319,POINT (188258.94045746 428665.89919112),Data-fossiel,,"Scholenhof, St. Josephhof","5,869827","51,845807",gemeente Nijmegen,769.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=769,769,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.320,POINT (186788.63490111 424638.54052222),Bokspringende kinderen,Nic Jonk,"Archimedesstraat, Edisonstraat, Van Peltlaan","5,848152","51,809467",gemeente Nijmegen,770.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=770,770,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.321,POINT (183266.83956853 426268.50403417),Zonder titel,,"Viaductweg, fietserstunnel winkelcentrum Dukenburg.","5,797219","51,824307",onbekend,772.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=772,772,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.322,POINT (187520.90583245 428896.66319336),Zonder titel.,,Hessenberg 1,"5,797219","51,847651",Onbekend,774.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=774,774,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.323,POINT (187974.90358496 428866.73111944),Zonder titel,,Mr. Hermanstraat,"5,865752","51,847422",Onbekend,775.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=775,775,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.324,POINT (187896.8867873 430656.64213684),De Verbinding,,"Laauwikstraat, De Spil",5.864795,51.863494,gemeente Nijmegen,777.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=777,777,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.325,POINT (186513.38668256 429549.50999774),Return Enter Delete,,Waalbandijk 22,5.844609,51.853623,gemeente Nijmegen,778.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=778,778,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.326,POINT (188156.47421556 426635.84017213),Zonneboom,,"Heyendaalseweg, open plein tussen ROC en SSHN","5,868298","51,827235",particulier,779.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=779,779,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.327,POINT (188278.09323375 430707.18062284),Brug naar de wereld,,"Begoniastraat Lent, hoek Azaleastraat",5.868762,51.863975,Onbekend,781.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=781,781,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.328,POINT (187075.30558298 428104.80393143),Gulden Snede van Nijmegen,Boudewijn Corstiaensen,Campusbaan,5.852612,51.840637,gemeente Nijmegen,782.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=782,782,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.329,POINT (187739.65684752 427029.68828465),Wenssteen,Boudewijn Corstiaensen,Oude Groenewoudseweg 'Groene Perron',5.862985,51.830339,gemeente Nijmegen,783.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=783,783,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.330,POINT (186227.47964584 429910.9769289),Lights Crossing,,Brug De Oversteek,5.840492,51.856888,gemeente Nijmegen,784.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=784,784,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.331,POINT (186575.41716494 429567.81336892),CLXIII,,Waalbandiijk 20,5.845511,51.853784,gemeente Nijmegen,785.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=785,785,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.332,POINT (187161.21809155 428538.65574865),Talia,,"Stationsplein 11, fietstransferium Doornroosje","5,854028","51,844239",gemeente Nijmegen,786.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=786,786,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.333,POINT (186780.91940336 429494.90420439),Romance Confidence,,"Waalbandijk, Honigcomplex langs Waal","5,848487","51,853117",gemeente Nijmegen,787.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=787,787,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.334,POINT (186995.48385927 428942.76047473),Licht Gewelf,,"Aalscholverplaats, onderdoorgang","5,85155","51,848142",gemeente Nijmegen,788.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=788,788,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.335,POINT (189367.0365778 427337.6984163),Neptvnvsring,,"Broerdijk, rotonde Hengstdalseweg",5.885817,51.833605,gemeente Nijmegen,791.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=791,791,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.336,POINT (187783.10881042 428675.82764602),Monument voor de gesneuvelde Nederlandse militairen uit de Tweede Wereldoorlog,Jac Maris,Plein 1944,5.862955,51.845697,gemeente Nijmegen,792.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=792,792,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.337,POINT (183443.06813658 424759.74028692),Willem Barentsz,,Meijhorst 2001,5.799651,51.810737,gemeente Nijmegen,793.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=793,793,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.338,POINT (186969.88106649 429348.13351321),Ankers in zicht,,Waalhaven,5.851216,51.851787,gemeente Nijmegen,794.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=794,794,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.339,POINT (187274.59939471 427866.34755201),Was aan de lijn,,De Ruyterstraat,5.855500,51.838451,gemeente Nijmegen,796.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=796,796,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
